record,record_id,species_common_name,species_abbreviation,species_scientific_name,count,lat
18938,9007007,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-35
18939,9007007,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-35
18940,9007008,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,4,-34
18941,9007009,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-34
18942,9007010,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-34
18943,9007010,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-34
18944,9007010,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,2,-34
18945,9007010,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-34
18946,9007010,Australasian gannet,MORSER,Morus serrator,3,-34
18947,9013001,Mollymawk ,THASP,Thallassarche sp,1,-35.31666666666667
18948,9013001,All dark petrel ,DRKPUN,NA,1,-35.31666666666667
18949,9013002,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,2,-36.166666666666664
18950,9013002,Mollymawk ,THASP,Thallassarche sp,2,-36.166666666666664
18951,9013002,Albatross ,ALBUNI,NA,2,-36.166666666666664
18952,9013002,Prion ,PACSP,Pachyptila sp,3,-36.166666666666664
18953,9013003,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,4,-36.266666666666666
18954,9013003,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,2,-36.266666666666666
18955,9013003,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-36.266666666666666
18956,9013003,Prion ,PACSP,Pachyptila sp,3,-36.266666666666666
18957,9013003,All dark petrel ,DRKPUN,NA,1,-36.266666666666666
18958,9013004,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-36.38333333333333
18959,9013004,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-36.38333333333333
18960,9013004,Grey-faced petrel,PTEMACGOU,Pterodroma macroptera  gouldi,3,-36.38333333333333
18961,9013004,Fairy prion,PACTUR,Pachyptila turtur,1,-36.38333333333333
18962,9013004,Australasian gannet,MORSER,Morus serrator,1,-36.38333333333333
18963,9013005,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-37.266666666666666
18964,9013005,Northern royal albatross,DIOSAN,Diomedea sanfordi,2,-37.266666666666666
18965,9013005,Cape petrel,DAPCAP,Daption capense,4,-37.266666666666666
18966,9013005,Prion ,PACSP,Pachyptila sp,2,-37.266666666666666
18967,9013006,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-37.4
18968,9013006,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-37.4
18969,9013006,Cape petrel,DAPCAP,Daption capense,1,-37.4
18970,9013006,White-headed petrel,PTELES,Pterodroma lessonii,1,-37.4
18971,9013006,Prion ,PACSP,Pachyptila sp,1,-37.4
18972,9014001,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,4,-43.63333333333333
18973,9014001,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-43.63333333333333
18974,9014001,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-43.63333333333333
18975,9014001,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,8,-43.63333333333333
18976,9014001,Giant petrel sensu lato,MACSP,Macronectes sp.,6,-43.63333333333333
18977,9014001,Cape petrel,DAPCAP,Daption capense,10,-43.63333333333333
18978,9014002,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-43.78333333333333
18979,9014002,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,10,-43.78333333333333
18980,9014002,Buller's mollymawk,THABUL,Thalassarche bulleri,1,-43.78333333333333
18981,9014002,Mollymawk ,THASP,Thallassarche sp,20,-43.78333333333333
18982,9014002,Giant petrel sensu lato,MACSP,Macronectes sp.,1,-43.78333333333333
18983,9014002,Cape petrel,DAPCAP,Daption capense,30,-43.78333333333333
18984,9014002,White-headed petrel,PTELES,Pterodroma lessonii,1,-43.78333333333333
18985,9014002,Storm-petrel ,STPEUN,NA,1,-43.78333333333333
18986,9014003,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-44.833333333333336
18987,9014003,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-44.833333333333336
18988,9014003,Light-mantled sooty albatross,PHOPAL,Phoebetria palpebrata,1,-44.833333333333336
18989,9014003,Cape petrel,DAPCAP,Daption capense,4,-44.833333333333336
18990,9014003,White-headed petrel,PTELES,Pterodroma lessonii,1,-44.833333333333336
18991,9014003,Prion ,PACSP,Pachyptila sp,50,-44.833333333333336
18992,9014003,White-chinned petrel,PROAEQ,Procellaria aequinoctialis,1,-44.833333333333336
18993,9014003,All dark petrel ,DRKPUN,NA,2,-44.833333333333336
18994,9014004,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-45.833333333333336
18995,9014004,Buller's mollymawk,THABUL,Thalassarche bulleri,4,-45.833333333333336
18996,9014004,Light-mantled sooty albatross,PHOPAL,Phoebetria palpebrata,8,-45.833333333333336
18997,9014004,Cape petrel,DAPCAP,Daption capense,10,-45.833333333333336
18998,9014004,All dark petrel ,DRKPUN,NA,20,-45.833333333333336
18999,9016001,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-45
19000,9016001,Grey-headed mollymawk,THACHR,Thalassarche chrysostoma,1,-45
19001,9016001,Cape petrel,DAPCAP,Daption capense,2,-45
19002,9016001,All dark petrel ,DRKPUN,NA,1,-45
19003,9016002,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-44
19004,9016002,Giant petrel sensu lato,MACSP,Macronectes sp.,3,-44
19005,9016002,Cape petrel,DAPCAP,Daption capense,10,-44
19006,9016003,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-42
19007,9016003,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-42
19008,9016003,Cape petrel,DAPCAP,Daption capense,1,-42
19009,9016003,Prion ,PACSP,Pachyptila sp,2,-42
19010,9016004,[NO BIRDS RECORDED],NA,NA,NA,-40
19011,9016005,[NO BIRDS RECORDED],NA,NA,NA,-39
19012,9016006,Giant petrel sensu lato,MACSP,Macronectes sp.,1,-39
19013,9016006,Cape petrel,DAPCAP,Daption capense,1,-39
19014,9017001,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,4,-37
19015,9017001,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-37
19016,9017001,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,3,-37
19017,9017001,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,2,-37
19018,9017001,Giant petrel sensu lato,MACSP,Macronectes sp.,1,-37
19019,9017001,All dark petrel ,DRKPUN,NA,1,-37
19020,9017002,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-37
19021,9017002,White-chinned petrel,PROAEQ,Procellaria aequinoctialis,2,-37
19022,9017003,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,4,-37
19023,9017003,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-37
19024,9017003,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-37
19025,9017003,Petrel ,PETRUN,NA,10,-37
19026,9017003,All dark petrel ,DRKPUN,NA,4,-37
19027,9017004,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-39
19028,9017004,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-39
19029,9017004,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-39
19030,9017004,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-39
19031,9017004,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-39
19032,9017004,Giant petrel sensu lato,MACSP,Macronectes sp.,1,-39
19033,9017004,Cape petrel,DAPCAP,Daption capense,12,-39
19034,9017004,All dark petrel ,DRKPUN,NA,1,-39
19035,9017005,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-39
19036,9017005,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,2,-39
19037,9017005,Cape petrel,DAPCAP,Daption capense,10,-39
19038,9017005,Prion ,PACSP,Pachyptila sp,1,-39
19039,9017006,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-39
19040,9017006,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-39
19041,9017006,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-39
19042,9017006,Giant petrel sensu lato,MACSP,Macronectes sp.,3,-39
19043,9017006,Cape petrel,DAPCAP,Daption capense,15,-39
19044,9017006,White-chinned petrel,PROAEQ,Procellaria aequinoctialis,1,-39
19045,9018001,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-45.21666666666667
19046,9018001,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-45.21666666666667
19047,9018001,Buller's mollymawk,THABUL,Thalassarche bulleri,1,-45.21666666666667
19048,9018001,Southern giant petrel,MACGIG,Macronectes giganteus,1,-45.21666666666667
19049,9018001,Giant petrel sensu lato,MACSP,Macronectes sp.,2,-45.21666666666667
19050,9018001,Cape petrel,DAPCAP,Daption capense,10,-45.21666666666667
19051,9018001,Prion ,PACSP,Pachyptila sp,5,-45.21666666666667
19052,9018002,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-45.03333333333333
19053,9018002,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-45.03333333333333
19054,9018002,Buller's mollymawk,THABUL,Thalassarche bulleri,1,-45.03333333333333
19055,9018002,Grey-headed mollymawk,THACHR,Thalassarche chrysostoma,1,-45.03333333333333
19056,9018002,Giant petrel sensu lato,MACSP,Macronectes sp.,3,-45.03333333333333
19057,9018002,Cape petrel,DAPCAP,Daption capense,100,-45.03333333333333
19058,9018003,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-44.9
19059,9018003,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-44.9
19060,9018003,Shy / white-capped / Salvin's /  Chatham mollymawk,THACAUSALERE,Thalassarche cauta / salvini / eremita,1,-44.9
19061,9018003,Giant petrel sensu lato,MACSP,Macronectes sp.,3,-44.9
19062,9018003,Cape petrel,DAPCAP,Daption capense,100,-44.9
19063,9018003,White-headed petrel,PTELES,Pterodroma lessonii,1,-44.9
19064,9018004,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-44.86666666666667
19065,9018004,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-44.86666666666667
19066,9018004,Buller's mollymawk,THABUL,Thalassarche bulleri,1,-44.86666666666667
19067,9018004,Shy / white-capped / Salvin's /  Chatham mollymawk,THACAUSALERE,Thalassarche cauta / salvini / eremita,1,-44.86666666666667
19068,9018004,Grey-headed mollymawk,THACHR,Thalassarche chrysostoma,1,-44.86666666666667
19069,9018004,Giant petrel sensu lato,MACSP,Macronectes sp.,3,-44.86666666666667
19070,9018004,Cape petrel,DAPCAP,Daption capense,50,-44.86666666666667
19071,9018004,White-headed petrel,PTELES,Pterodroma lessonii,3,-44.86666666666667
19072,9018004,Prion ,PACSP,Pachyptila sp,10,-44.86666666666667
19073,9018005,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-44.85
19074,9018005,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-44.85
19075,9018005,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-44.85
19076,9018005,Giant petrel sensu lato,MACSP,Macronectes sp.,3,-44.85
19077,9018005,Cape petrel,DAPCAP,Daption capense,40,-44.85
19078,9018005,Prion ,PACSP,Pachyptila sp,4,-44.85
19079,9018006,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-44.78333333333333
19080,9018006,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-44.78333333333333
19081,9018006,Shy / white-capped / Salvin's /  Chatham mollymawk,THACAUSALERE,Thalassarche cauta / salvini / eremita,1,-44.78333333333333
19082,9018006,Giant petrel sensu lato,MACSP,Macronectes sp.,4,-44.78333333333333
19083,9018006,Cape petrel,DAPCAP,Daption capense,40,-44.78333333333333
19084,9018006,White-headed petrel,PTELES,Pterodroma lessonii,1,-44.78333333333333
19085,9018007,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-44.75
19086,9018007,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-44.75
19087,9018007,Giant petrel sensu lato,MACSP,Macronectes sp.,4,-44.75
19088,9018007,Cape petrel,DAPCAP,Daption capense,15,-44.75
19089,9018007,White-headed petrel,PTELES,Pterodroma lessonii,2,-44.75
19090,9018008,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-44.7
19091,9018008,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-44.7
19092,9018008,Giant petrel sensu lato,MACSP,Macronectes sp.,4,-44.7
19093,9018008,Cape petrel,DAPCAP,Daption capense,15,-44.7
19094,9018009,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-42.4
19095,9018009,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-42.4
19096,9018009,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,2,-42.4
19097,9018009,Southern giant petrel,MACGIG,Macronectes giganteus,2,-42.4
19098,9018009,Giant petrel sensu lato,MACSP,Macronectes sp.,1,-42.4
19099,9018009,White-headed petrel,PTELES,Pterodroma lessonii,2,-42.4
19100,9018009,Prion ,PACSP,Pachyptila sp,20,-42.4
19101,9018009,Westland / White-chinned petrel,PROWESAEQ,Procellaria westlandica / aequinoctialis,1,-42.4
19102,9018010,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-42.38333333333333
19103,9018010,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,4,-42.38333333333333
19104,9018010,Southern giant petrel,MACGIG,Macronectes giganteus,2,-42.38333333333333
19105,9018010,Giant petrel sensu lato,MACSP,Macronectes sp.,1,-42.38333333333333
19106,9018010,Cape petrel,DAPCAP,Daption capense,5,-42.38333333333333
19107,9018010,Prion ,PACSP,Pachyptila sp,20,-42.38333333333333
19108,9018011,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-42.333333333333336
19109,9018011,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,4,-42.333333333333336
19110,9018011,Giant petrel sensu lato,MACSP,Macronectes sp.,2,-42.333333333333336
19111,9018011,Cape petrel,DAPCAP,Daption capense,4,-42.333333333333336
19112,9018011,Prion ,PACSP,Pachyptila sp,20,-42.333333333333336
19113,9018012,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-42.28333333333333
19114,9018012,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,4,-42.28333333333333
19115,9018012,Giant petrel sensu lato,MACSP,Macronectes sp.,2,-42.28333333333333
19116,9018012,Cape petrel,DAPCAP,Daption capense,4,-42.28333333333333
19117,9018012,Prion ,PACSP,Pachyptila sp,20,-42.28333333333333
19118,9018012,Westland / White-chinned petrel,PROWESAEQ,Procellaria westlandica / aequinoctialis,2,-42.28333333333333
19119,9018013,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,4,-42.21666666666667
19120,9018013,Giant petrel sensu lato,MACSP,Macronectes sp.,2,-42.21666666666667
19121,9018013,Westland / White-chinned petrel,PROWESAEQ,Procellaria westlandica / aequinoctialis,2,-42.21666666666667
19122,9018014,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,4,-42.11666666666667
19123,9018014,Giant petrel sensu lato,MACSP,Macronectes sp.,2,-42.11666666666667
19124,9018014,Cape petrel,DAPCAP,Daption capense,4,-42.11666666666667
19125,9018014,White-headed petrel,PTELES,Pterodroma lessonii,1,-42.11666666666667
19126,9018014,Prion ,PACSP,Pachyptila sp,5,-42.11666666666667
19127,9018015,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,8,-41.983333333333334
19128,9018015,Giant petrel sensu lato,MACSP,Macronectes sp.,2,-41.983333333333334
19129,9018015,Cape petrel,DAPCAP,Daption capense,2,-41.983333333333334
19130,9018016,Giant petrel sensu lato,MACSP,Macronectes sp.,2,-39.38333333333333
19131,9018016,Subantarctic skua,CATANT,Catharacta antarctica,3,-39.38333333333333
19132,9018016,Tern ,STENSP,Sterna sp.,7,-39.38333333333333
19133,9018017,Giant petrel sensu lato,MACSP,Macronectes sp.,1,-39.333333333333336
19134,9018017,Tern ,STENSP,Sterna sp.,3,-39.333333333333336
19135,9018018,Giant petrel sensu lato,MACSP,Macronectes sp.,1,-39.2
19136,9018018,Australasian gannet,MORSER,Morus serrator,1,-39.2
19137,9021001,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-39
19138,9021001,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-39
19139,9021001,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,2,-39
19140,9021002,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-39
19141,9021002,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-39
19142,9021002,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-39
19143,9021003,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-39
19144,9021003,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-39
19145,9021003,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,3,-39
19146,9021003,Australasian gannet,MORSER,Morus serrator,2,-39
19147,9021004,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-39
19148,9021004,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-39
19149,9021004,Cape petrel,DAPCAP,Daption capense,2,-39
19150,9021005,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-40
19151,9021005,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-40
19152,9021005,All dark petrel ,DRKPUN,NA,1,-40
19153,9021006,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-40
19154,9021006,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-40
19155,9021006,All dark petrel ,DRKPUN,NA,2,-40
19156,9021007,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,3,-40
19157,9021007,All dark petrel ,DRKPUN,NA,3,-40
19158,9021008,[NO BIRDS RECORDED],NA,NA,NA,-40
19159,9021009,[NO BIRDS RECORDED],NA,NA,NA,-40
19160,9021010,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,3,-40
19161,9021010,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-40
19162,9021010,All dark petrel ,DRKPUN,NA,2,-40
19163,9021011,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,3,-40
19164,9021011,All dark petrel ,DRKPUN,NA,2,-40
19165,9021012,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,6,-40
19166,9021012,Cape petrel,DAPCAP,Daption capense,4,-40
19167,9021012,All dark petrel ,DRKPUN,NA,2,-40
19168,9021013,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-40
19169,9021013,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,2,-40
19170,9021013,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-40
19171,9021013,Cape petrel,DAPCAP,Daption capense,3,-40
19172,9021013,All dark petrel ,DRKPUN,NA,4,-40
19173,9021014,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-40
19174,9021014,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-40
19175,9021014,Cape petrel,DAPCAP,Daption capense,1,-40
19176,9021014,All dark petrel ,DRKPUN,NA,2,-40
19177,9021015,Cape petrel,DAPCAP,Daption capense,1,-40
19178,9021015,White-chinned petrel,PROAEQ,Procellaria aequinoctialis,5,-40
19179,9022001,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-40
19180,9022001,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-40
19181,9022001,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,2,-40
19182,9022001,Cape petrel,DAPCAP,Daption capense,1,-40
19183,9022002,Cape petrel,DAPCAP,Daption capense,1,-40
19184,9022002,Prion ,PACSP,Pachyptila sp,2,-40
19185,9022002,Storm-petrel ,STPEUN,NA,3,-40
19186,9022003,Cape petrel,DAPCAP,Daption capense,3,-40
19187,9022003,Prion ,PACSP,Pachyptila sp,2,-40
19188,9022003,Grey-backed storm petrel,GARNER,Garrodia nereis,3,-40
19189,9022004,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-40
19190,9022004,Cape petrel,DAPCAP,Daption capense,1,-40
19191,9022005,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-40
19192,9022005,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,2,-40
19193,9022005,Cape petrel,DAPCAP,Daption capense,4,-40
19194,9022005,All dark petrel ,DRKPUN,NA,1,-40
19195,9022006,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,3,-39
19196,9022006,Cape petrel,DAPCAP,Daption capense,2,-39
19197,9022007,Cape petrel,DAPCAP,Daption capense,1,-39
19198,9022008,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-39
19199,9022008,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,2,-39
19200,9022008,Cape petrel,DAPCAP,Daption capense,1,-39
19201,9022008,Prion ,PACSP,Pachyptila sp,2,-39
19202,9022009,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,4,-39
19203,9022009,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,6,-39
19204,9022009,Cape petrel,DAPCAP,Daption capense,2,-39
19205,9022009,Prion ,PACSP,Pachyptila sp,3,-39
19206,9022010,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-39
19207,9022010,Prion ,PACSP,Pachyptila sp,2,-39
19208,9022011,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-39
19209,9022011,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-39
19210,9022012,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,4,-39
19211,9022013,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,3,-39
19212,9022014,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,3,-39
19213,9022014,Prion ,PACSP,Pachyptila sp,1,-39
19214,9022015,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-39
19215,9022015,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,4,-39
19216,9022015,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,2,-39
19217,9022016,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-39
19218,9022016,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,4,-39
19219,9022016,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,2,-39
19220,9022017,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-39
19221,9022017,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,2,-39
19222,9022017,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,2,-39
19223,9023001,Giant petrel sensu lato,MACSP,Macronectes sp.,1,-38.5
19224,9023001,Australasian gannet,MORSER,Morus serrator,5,-38.5
19225,9023002,Shy / white-capped / Salvin's /  Chatham mollymawk,THACAUSALERE,Thalassarche cauta / salvini / eremita,1,-38.61666666666667
19226,9023002,Giant petrel sensu lato,MACSP,Macronectes sp.,1,-38.61666666666667
19227,9023002,Prion ,PACSP,Pachyptila sp,2,-38.61666666666667
19228,9023002,Australasian gannet,MORSER,Morus serrator,1,-38.61666666666667
19229,9023003,Giant petrel sensu lato,MACSP,Macronectes sp.,1,-38.733333333333334
19230,9023003,Prion ,PACSP,Pachyptila sp,2,-38.733333333333334
19231,9023003,Fluttering shearwater,PUFGAV,Puffinus gavia,1,-38.733333333333334
19232,9023004,Shy / white-capped / Salvin's /  Chatham mollymawk,THACAUSALERE,Thalassarche cauta / salvini / eremita,1,-38.8
19233,9023004,Giant petrel sensu lato,MACSP,Macronectes sp.,1,-38.8
19234,9023004,Prion ,PACSP,Pachyptila sp,NA,-38.8
19235,9023005,Giant petrel sensu lato,MACSP,Macronectes sp.,4,-38.916666666666664
19236,9023006,Giant petrel sensu lato,MACSP,Macronectes sp.,3,-38
19237,9023007,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-38.75
19238,9023008,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-38.583333333333336
19239,9023009,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,4,-38.45
19240,9023009,Giant petrel sensu lato,MACSP,Macronectes sp.,1,-38.45
19241,9023009,Cape petrel,DAPCAP,Daption capense,2,-38.45
19242,9023010,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-35.7
19243,9023010,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-35.7
19244,9023010,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-35.7
19245,9023010,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,2,-35.7
19246,9023010,Cape petrel,DAPCAP,Daption capense,1,-35.7
19247,9023010,Grey-faced petrel,PTEMACGOU,Pterodroma macroptera  gouldi,3,-35.7
19248,9023011,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-35.733333333333334
19249,9023011,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-35.733333333333334
19250,9023011,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-35.733333333333334
19251,9023011,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,4,-35.733333333333334
